Region,Animal species,Production system,Commodity,Emission Intensity (kg CO2e per kg protein),Production (kg protein),Total GHG emissions (kg CO2e),Total CO2 emissions (kg CO2e),Total CH4 emissions (kg CO2e),Total N2O emissions (kg CO2e),"Feed, CO2 (kg CO2e)","Feed, CH4 (kg CO2e)","Feed: fertilizer & crop residues, N2O (kg CO2e)","Feed: applied & deposited manure, N2O (kg CO2e)","LUC: soy & palm, CO2 (kg CO2e)","LUC: pasture expansion, CO2 (kg CO2e)","Enteric fermentation, CH4 (kg CO2e)","Manure management, CH4 (kg CO2e)","Manure management, N2O (kg CO2e)","Direct energy, CO2 (kg CO2e)","Indirect energy, CO2 (kg CO2e)","Postfarm, CO2 (kg CO2e)"
Western Europe,Goats,Aggregated,Milk,60.7,50602668,3073034528,644028702,1939207280,489798546,292693794,,160271623,275582427,100733765,,1879645274,59562006,53944497,2796022,171692753,76112368
Western Europe,Goats,Aggregated,Meat,73.2,17794257,1301978903,226080515,824498344,251400043,117864920,,68433919,165598143,21648534,,792583172,31915173,17367981,12614233,26639497,47313330
Western Europe,Goats,Grassland systems,Aggregated,69,22073927,1524145516,295518505,970586645,258040365,147892409,,78693549,159754942,40967160,,940095734,30490911,19591874,6040856,61294169,39323910
Western Europe,Goats,Grassland systems,Milk,65.8,15678228,1032344991,208953251,660173718,163218022,100851040,,52645001,96354200,33005772,,641025849,19147869,14218820,988328,51774239,22333872
Western Europe,Goats,Grassland systems,Meat,76.9,6395699,491800525,86565254,310412927,94822344,47041369,,26048548,63400742,7961388,,299069885,11343042,5373054,5052528,9519930,16990038
Western Europe,Goats,Mixed systems,Aggregated,61.5,46322997,2850867915,574590712,1793118979,483158224,262666306,,150011993,281425628,81415139,,1732132711,60986268,51720604,9369399,137038081,84101788
Western Europe,Goats,Mixed systems,Milk,58.4,34924440,2040689537,435075451,1279033562,326580525,191842754,,107626621,179228227,67727993,,1238619425,40414137,39725676,1807694,119918514,53778496
Western Europe,Goats,Mixed systems,Meat,71.1,11398557,810178378,139515261,514085417,156577700,70823551,,42385371,102197401,13687146,,493513286,20572131,11994928,7561705,17119567,30323292
Western Europe,Pigs,Aggregated,Meat,50,2962170879,1.47979E+11,80615821712,33853756304,33509021769,36338490499,5390211,14887803193,10914391663,31796220226,,4577584263,29270781830,7706826913,4660112302,1626501232,6194497452
Western Europe,Pigs,Backyard systems,Meat,27.4,23705196,649304314,75867610,367719632,205717072,75206103,1823897,56546772,10674464,,,61901985,303993749,138495836,,661507,
Western Europe,Pigs,Intermediate systems,Meat,39.4,37828694,1491973519,648992448,497223346,345757724,379501866,3566314,161394505,68870127,177989424,,73885682,419771351,115493093,19591403,4102344,67807411
Western Europe,Pigs,Industrial systems,Meat,50.3,2900636989,1.45837E+11,79890961653,32988813325,32957546973,35883782530,,14669861916,10834847072,31618230802,,4441796595,28547016730,7452837985,4640520899,1621737381,6126690041
Western Europe,Chicken,Aggregated,Aggregated,27.5,1520083835,41791719959,31319043027,771686875,9700990056,11704721285,1270563,5268359033,2578519013,13360512509,,,770416313,1854112011,3260180735,522000966,2471627532
Western Europe,Chicken,Aggregated,Eggs,21.7,576787578,12532952292,8780216154,318621364,3434114774,3753894013,966282,1641574551,853077192,3553527847,,,317655082,939463031,538837630,36618629,897338035
Western Europe,Chicken,Aggregated,Meat,31,943296257,29258767667,22538826873,453065511,6266875282,7950827272,304281,3626784482,1725441821,9806984662,,,452761230,914648980,2721343106,485382337,1574289497
Western Europe,Chicken,Backyard systems,Aggregated,11.5,10741418,123013781,24901513,8843991,89268276,24901513,1270563,18064188,3213291,,,,7573428,67990797,,,
Western Europe,Chicken,Backyard systems,Eggs,10.8,8591687,93183295,18861103,6707014,67615179,18861103,966282,13675997,2428552,,,,5740732,51510630,,,
Western Europe,Chicken,Backyard systems,Meat,13.9,2149731,29830485,6040411,2136977,21653097,6040411,304281,4388191,784739,,,,1832696,16480167,,,
Western Europe,Chicken,Layers,Aggregated,22,602504597,13237798935,9323247927,333278284,3581272724,3975525428,,1730664374,894722245,3772892586,,,333278284,955886106,580335876,39676888,954817149
Western Europe,Chicken,Layers,Eggs,21.9,568195891,12439768997,8761355051,311914351,3366499595,3735032910,,1627898553,850648640,3553527847,,,311914351,887952401,538837630,36618629,897338035
Western Europe,Chicken,Layers,Meat,23.3,34308705,798029939,561892876,21363933,214773129,240492517,,102765820,44073605,219364740,,,21363933,67933704,41498247,3058259,57479113
Western Europe,Chicken,Broilers,Aggregated,31.4,906837821,28430907243,21970893587,429564601,6030449056,7704294343,,3519630471,1680583477,9587619923,,,429564601,830235108,2679844859,482324078,1516810383
Western Europe,Chicken,Broilers,Meat,31.4,906837821,28430907243,21970893587,429564601,6030449056,7704294343,,3519630471,1680583477,9587619923,,,429564601,830235108,2679844859,482324078,1516810383
